"Suno Prompts"
"Narrated Spoken Word Without Music: Create a minimalist, ambient underscore suitable for theological narration. The music should breathe beneath the spoken word like parchment beneath ink—subtle, unobtrusive, and reverent. Let it sustain the gravity of the words, never overtaking them, but enriching the atmosphere with restrained harmonic movement and sacred stillness."
"Solo acoustic guitar loop in a traditional country style at 100 BPM. Fingerpicked pattern with a warm, twangy tone. Emphasis on open chords like G, C, D, and Em. Includes subtle hammer-ons and slides for expressive phrasing. Natural reverb and a slightly roomy, intimate recording feel. Ideal for storytelling and heartfelt lyrics in a country ballad."
"Solo acoustic guitar loop in a rugged, outlaw country style at 100 BPM. Raw strumming with a driving, percussive feel. Use of palm muting, occasional string slaps, and open-position chords like E, A, and D with bluesy embellishments. Slightly detuned or worn-in guitar tone with a dry, close-mic’d recording. Evokes dusty highways, backporch grit, and southern attitude."
"Electric guitar loop in a modern progressive metalcore style at 120 BPM. Tight, djent-inspired rhythm riff with syncopated chugs, polymetric accents, and palm-muted low-string riffs in drop tuning (e.g., Drop C or Drop A). Includes ambient high-end textures with reverb-drenched harmonics or layered clean arpeggios. Heavy tone with precise gain, tight low-end, and percussive attack. Ideal for a breakdown or intense build-up in a cinematic metalcore track."
"slow reggae, Mezzo-Soprano (female), kemenche, double bass, flute, Moderato 111 bpm, F Locrian"
"Concertante Works, Soprano (female), Saxophone, Viola, Tuba, Organ, Timpani, Prestissimo 261 bpm, C# Ionian"
"String Solos, Tenor (male), kemenche, mongolian guitar, Ondes Martenot, Larghetto 63 bpm, A Phrygian"
"Baroque Ensemble, rapid-fire vocals (Male), Flute, Violin, Horn, Harpsichord, Marimba, Allegro 168 bpm, F# Phrygian"
"Video Game OST, Kargyraa (male), castanets, vihuela, kemenche, Andante 90 bpm, D Locrian"
"Orchestral, Ezengileer (male), Clarinet, Violin, Trombone, Harpsichord, Marimba, Prestissimo 269 bpm, F Locrian"
"haunting witch house, Soprano (female), tuba, Brass, accordion, Presto 170 bpm, B Lydian"
"Orchestral, Experimental, Chylandyk (male), Flute, Cello, Horn, Organ, Vibraphone, Presto 184 bpm, G Phrygian"
"Upbeat Jazz, Soprano (female), electric guitar, bongo, harmonica, Adagio 72 bpm, Ab Phrygian"
"Concertante Works, Emcee (Male), Flute, Violin, Tuba, Harpsichord, Vibraphone, Allegro 142 bpm, A Dorian"
"symphonic metal, Mezzo-Soprano (female), horsehead fiddle, violin, drums, Presto 178 bpm, Db Mixolydian"
"Baroque Ensemble, Soprano (female), Flute, Viola, Trumpet, Harpsichord, Timpani, Presto 180 bpm, G# Dorian"
"future garage, Baritone (male), steel drum, djembe, guttural throat singing, Prestissimo 219 bpm, F# Lydian"
"Orchestral, Soprano (female), Bassoon, Violin, Horn, Piano, Timpani, Adagio 70 bpm, Gb Lydian"
"fast jazz fusion, Ezengileer (male), fiddle, kemenche, didgeridoo, Prestissimo 350 bpm, Db Mixolydian"
"Orchestral, Rapper (Male), Clarinet, Viola, Horn, Organ, Vibraphone, Largo 59 bpm, G Phrygian"
"Burning Jazz, Countertenor (male), Ondes Martenot, oboe, guitar, Allegro 162 bpm, Db Locrian"
"Orchestral, Bass (male), Saxophone, Double Bass, Trombone, Piano, Timpani, Larghetto 60 bpm, A# Dorian"
"Freestyle EDM, Soprano (female), beat, ukulele, fiddle, Allegro 126 bpm, Eb Locrian"
"Baroque Orchestra, Mezzo-Soprano (female), Bassoon, Violin, Trumpet, Organ, Vibraphone, Larghetto 61 bpm, A Locrian"
"Motown, Chylandyk (male), flute, djembe, french horn, Presto 200 bpm, C Locrian"
"Baroque Orchestra, cryptic lyricism (Male), Oboe, Cello, Horn, Organ, Vibraphone, Andante 101 bpm, Eb Ionian"
"Concert marches, Mezzo-Soprano (female), djembe, drums, cello, Larghetto 62 bpm, G Locrian"
"Romantic Orchestra, rapid-fire vocals (Female), Flute, Viola, Trombone, Organ, Vibraphone, Largo 49 bpm, G# Mixolydian"
"gospel soul, rapid-fire vocals (Male), conga, harp, electric guitar, Adagio 72 bpm, C# Dorian"
"Orchestral, Soprano (female), Saxophone, Double Bass, Horn, Piano, Marimba, Prestissimo 345 bpm, C Lydian"
"Freestyle Electro, Countertenor (male), organ, bass guitar, plucked bass, Allegro 155 bpm, A# Lydian"
"Romantic Orchestra, Soprano (female), Clarinet, Cello, Tuba, Piano, Vibraphone, Adagio 73 bpm, Bb Phrygian"
"heavy doom metal, MC (Female), horsehead fiddle, bassoon, saxophone, Larghetto 66 bpm, Bb Locrian"
"Baroque Orchestra, Rapper (Female), Saxophone, Viola, Horn, Harpsichord, Timpani, Adagio 72 bpm, D Ionian"
"Progressive Trance, Baritone (male), djembe, plucked bass, horsehead fiddle, Prestissimo 360 bpm, Eb Ionian"
"Baroque Orchestra, Soprano (female), Flute, Double Bass, Trumpet, Harpsichord, Marimba, Larghetto 65 bpm, D Phrygian"
"Soulful Motown, MC (Male), tuba, bagpipes, djembe, Andante 82 bpm, G Phrygian"
"Baroque Orchestra, Kargyraa (male), Flute, Double Bass, Trumpet, Organ, Timpani, Largo 40 bpm, Ab Phrygian"
"Classical Orchestra, Ezengileer (male), Bassoon, Viola, Tuba, Fortepiano, Marimba, Moderato 112 bpm, Gb Locrian"
"ambient Christian worship, Mezzo-Soprano (female), harmonica, ukulele, tambourine, Allegro 162 bpm, Bb Ionian"
"Orchestral, Experimental, Chylandyk (male), Flute, Viola, Tuba, Harpsichord, Timpani, Andante 98 bpm, E Dorian"
"Serialism, twelve-tone technique, mathematical, Emcee (Female), conga, didgeridoo, accordion, Moderato 113 bpm, Gb Locrian"
"Chamber Ensemble, Kargyraa (male), Saxophone, Violin, Trombone, Harpsichord, Vibraphone, Adagio 72 bpm, D# Aeolian"
"Serialism, Countertenor (male), bağlama, bağlama, guttural throat singing, Allegro 139 bpm, G# Locrian"
"Baroque Ensemble, Borbangnadyr (male), Flute, Violin, Tuba, Harpsichord, Marimba, Larghetto 65 bpm, Ab Phrygian"
"industrial, cryptic lyricism (Male), ukulele, xylophone, conga, Andante 99 bpm, A# Mixolydian"
"Classical Orchestra, rapid-fire vocals (Female), Clarinet, Violin, Tuba, Fortepiano, Vibraphone, Largo 47 bpm, F Phrygian"
"witch house, rapid-fire vocals (Female), Computer-based Effects, oud, mandolin, Allegro 155 bpm, Eb Dorian"
"Romantic Orchestra, Emcee (Female), Flute, Violin, Tuba, Organ, Marimba, Largo 48 bpm, A Ionian"
"Symphony, Soprano (female), Flute, Oboe, Clarinet, Bassoon, Saxophone, Larghetto 62 bpm, G Lydian"
"experimental rock, Contralto (female), zither, Ondes Martenot, castanets, Moderato 120 bpm, F# Aeolian"
"Romantic Orchestra, Rapper (Male), Flute, Double Bass, Tuba, Organ, Marimba, Presto 177 bpm, G Dorian"
"Motown, MC (Female), bass guitar, drums, cowbell, Allegro 139 bpm, Ab Dorian"
"Concertante Works, Baritone (male), Oboe, Viola, Horn, Organ, Timpani, Andante 99 bpm, Eb Lydian"
"Oldschool jungle, Khoomei (male), horn, bass guitar, electric guitar, Largo 42 bpm, Ab Locrian"
"Concertante Works, Soprano (female), Oboe, Viola, Trumpet, Harpsichord, Timpani, Presto 194 bpm, A Lydian"
"glitch, Contralto (female), clarinet, banjo, banjo, Allegro 150 bpm, Bb Locrian"
"Baroque Orchestra, Mezzo-Soprano (female), Saxophone, Cello, Trumpet, Organ, Vibraphone, Adagio 75 bpm, Ab Mixolydian"
"banda, Mezzo-Soprano (female), ukulele, didgeridoo, Harmonium, Prestissimo 320 bpm, D Phrygian"
"Classical Orchestra, Soprano (female), Flute, Viola, Horn, Fortepiano, Vibraphone, Moderato 117 bpm, F Lydian"
"voices, Mezzo-Soprano (female), tabla, cowbell, mongolian guitar, Presto 173 bpm, F# Phrygian"
"Baroque Orchestra, Ezengileer (male), Clarinet, Cello, Horn, Harpsichord, Vibraphone, Largo 51 bpm, F Phrygian"
"Concertante Works, Soprano (female), Clarinet, Double Bass, Trombone, Organ, Marimba, Prestissimo 347 bpm, D Phrygian"
"harmonies, rapid-fire vocals (Female), plucked bass, violin, mandolin, Larghetto 63 bpm, D# Mixolydian"
"Baroque Orchestra, MC (Male), Flute, Double Bass, Trumpet, Harpsichord, Timpani, Prestissimo 355 bpm, C Dorian"
"Reggae Drum Solos, Ezengileer (male), tuba, Sampler, plucked bass, Andante 88 bpm, D Phrygian"
"Orchestral, MC (Female), Oboe, Violin, Trombone, Harpsichord, Timpani, Larghetto 62 bpm, C# Dorian"
"christian worship, rapid-fire vocals (Female), trumpet, mandolin, bassoon, Andante 82 bpm, F Mixolydian"
"Romantic Orchestra, rapid-fire vocals (Female), Clarinet, Double Bass, Tuba, Organ, Vibraphone, Allegro 134 bpm, Ab Mixolydian"
"harmonies, Mezzo-Soprano (female), saxophone, tuba, accordion, Largo 57 bpm, Gb Phrygian"
"Orchestral, Khoomei (male), Clarinet, Violin, Horn, Organ, Marimba, Prestissimo 246 bpm, A# Mixolydian"
"fast trap, Chylandyk (male), tuba, cowbell, harmonica, Larghetto 64 bpm, D Phrygian"
"Romantic Orchestra, MC (Male), Bassoon, Violin, Horn, Organ, Timpani, Largo 55 bpm, G# Ionian"
"NYC Hip Hop, Rapper (Male), bajo sexto, sub-bass, bağlama, Moderato 108 bpm, B Aeolian"
"Chamber Ensemble, rapid-fire vocals (Male), Bassoon, Violin, Horn, Organ, Marimba, Presto 169 bpm, A Locrian"
"aggressive witch house, Soprano (female), zither, didgeridoo, kemenche, Larghetto 60 bpm, F Lydian"
"Classical Orchestra, Ezengileer (male), Saxophone, Viola, Trumpet, Fortepiano, Marimba, Presto 181 bpm, Db Dorian"
"Pop Drum Loop, Kargyraa (male), bassoon, french horn, mongolian guitar, Moderato 114 bpm, E Phrygian"
"Concertante Works, Soprano (female), Bassoon, Double Bass, Trumpet, Piano, Marimba, Presto 185 bpm, Gb Aeolian"
"Jazz-funk, Mezzo-Soprano (female), electric guitar, horsehead fiddle, tabla, Andante 88 bpm, C# Phrygian"
"Chamber Ensemble, Tenor (male), Oboe, Violin, Tuba, Organ, Marimba, Allegro 121 bpm, C Lydian"
"darkwave, Contralto (female), cello, Brass, steel drum, Andante 95 bpm, F Dorian"
"Romantic Orchestra, Chylandyk (male), Saxophone, Viola, Trumpet, Organ, Marimba, Prestissimo 302 bpm, Db Phrygian"
"slow tango, Tenor (male), kemenche, acoustic guitar, Harmonium, Moderato 120 bpm, E Lydian"
"Baroque Orchestra, Kargyraa (male), Flute, Double Bass, Horn, Organ, Vibraphone, Moderato 119 bpm, Eb Dorian"
"heart throb freestyle, Countertenor (male), mongolian guitar, Strings, ukulele, Presto 185 bpm, Db Lydian"
"Romantic Orchestra, Khoomei (male), Oboe, Cello, Tuba, Organ, Vibraphone, Presto 187 bpm, Eb Aeolian"
"Impressionist, atmospheric, ambiguous harmonies, tone color, Bass (male), tambourine, electric guitar, clarinet, Andante 77 bpm, G# Locrian"
"Orchestral, Experimental, cryptic lyricism (Female), Oboe, Double Bass, Tuba, Harpsichord, Marimba, Moderato 115 bpm, F# Aeolian"
"Post-Rock, Kargyraa (male), acoustic guitar, bajo sexto, djembe, Prestissimo 336 bpm, G Ionian"
"Symphony, Countertenor (male), Flute, Oboe, Clarinet, Bassoon, Saxophone, Largo 43 bpm, A Aeolian"
"Dubstep, cryptic lyricism (Female), ukulele, bagpipes, Strings, Allegro 168 bpm, Bb Phrygian"
"Romantic Orchestra, Borbangnadyr (male), Saxophone, Violin, Tuba, Organ, Timpani, Larghetto 61 bpm, Bb Lydian"
"fast thrash metal, Tenor (male), cello, organ, tuba, Moderato 112 bpm, B Phrygian"
"Chamber Ensemble, Rapper (Male), Flute, Violin, Horn, Piano, Vibraphone, Largo 41 bpm, C# Mixolydian"
"powernoise, Chylandyk (male), beat, beat, bassoon, Allegro 128 bpm, G# Mixolydian"
"Classical Orchestra, Emcee (Female), Clarinet, Cello, Trombone, Harpsichord, Marimba, Prestissimo 290 bpm, G Ionian"
"slow folk ballad, rapid-fire vocals (Female), organ, accordion, trumpet, Presto 171 bpm, C Lydian"
"Chamber Ensemble, cryptic lyricism (Male), Saxophone, Cello, Trumpet, Piano, Marimba, Prestissimo 222 bpm, Gb Aeolian"
"American hip hop, Countertenor (male), harmonica, acoustic guitar, horsehead fiddle, Allegro 167 bpm, Gb Mixolydian"
"Baroque Ensemble, MC (Female), Bassoon, Violin, Trombone, Harpsichord, Vibraphone, Allegro 132 bpm, Gb Lydian"
"Hip Hop/Rap, cryptic lyricism (Female), organ, marimba, Strings, Largo 41 bpm, D Mixolydian"
"Concertante Works, rapid-fire vocals (Male), Bassoon, Double Bass, Tuba, Piano, Marimba, Andante 102 bpm, Gb Mixolydian"
"jazzy guitar riffs, Bass (male), harp, ukulele, beat, Moderato 112 bpm, D# Ionian"
"Romantic Orchestra, Khoomei (male), Clarinet, Cello, Trumpet, Organ, Marimba, Adagio 75 bpm, Bb Mixolydian"
"Corporate Instrumental, Rapper (Male), oboe, kazoo, djembe, Largo 54 bpm, B Mixolydian"
"Concertante Works, Borbangnadyr (male), Oboe, Violin, Trombone, Piano, Vibraphone, Presto 194 bpm, F Locrian"
"Mo Town, Soprano (female), bagpipes, bajo sexto, guitar, Larghetto 65 bpm, Db Locrian"
"Classical Orchestra, Rapper (Male), Bassoon, Cello, Trumpet, Harpsichord, Marimba, Adagio 76 bpm, Eb Mixolydian"
"Renaissance, Rapper (Male), acoustic guitar, trombone, cowbell, Allegro 152 bpm, G# Locrian"
"Symphony, Bass (male), Flute, Oboe, Clarinet, Bassoon, Saxophone, Moderato 111 bpm, A# Dorian"
"Classical Orchestra, Rapper (Female), Saxophone, Cello, Trumpet, Harpsichord, Timpani, Prestissimo 301 bpm, Gb Phrygian"
"80s heart throb freestyle, Contralto (female), xylophone, guttural throat singing, Sampler, Larghetto 66 bpm, Bb Dorian"
"Orchestral, Emcee (Male), Flute, Cello, Tuba, Piano, Vibraphone, Moderato 119 bpm, D# Ionian"
"symphonic metal, Tenor (male), harmonica, guitar, vibraphone, Andante 88 bpm, G Phrygian"
"Orchestral, Bass (male), Oboe, Cello, Tuba, Piano, Marimba, Moderato 116 bpm, G Mixolydian"
"Serialism, cryptic lyricism (Female), guitar, guitar, bongo, Presto 169 bpm, G# Lydian"
"Orchestral, Rapper (Male), Flute, Double Bass, Horn, Harpsichord, Vibraphone, Adagio 76 bpm, D Ionian"
"industrial, Contralto (female), djembe, oud, oud, Larghetto 64 bpm, E Dorian"
"Orchestral, Tenor (male), Saxophone, Viola, Tuba, Piano, Marimba, Largo 58 bpm, Gb Mixolydian"
"Chamber Ensemble, Tenor (male), Saxophone, Cello, Trumpet, Piano, Vibraphone, Allegro 120 bpm, Eb Aeolian"
"progressive metal, Rapper (Female), Ondes Martenot, marimba, ukulele, Prestissimo 383 bpm, B Phrygian"
"Orchestral, Borbangnadyr (male), Oboe, Violin, Trumpet, Harpsichord, Marimba, Largo 47 bpm, G# Dorian"
"classical celtic guitar, Mezzo-Soprano (female), piano, oboe, plucked bass, Allegro 159 bpm, G# Lydian"
"Orchestral, Tenor (male), Bassoon, Double Bass, Tuba, Harpsichord, Vibraphone, Moderato 114 bpm, Bb Lydian"
"Corporate or Upbeat Instrumental, MC (Female), drums, zither, harp, Larghetto 65 bpm, A# Phrygian"
"Orchestral, Experimental, Sygyt (male), Clarinet, Violin, Trombone, Harpsichord, Marimba, Prestissimo 367 bpm, G# Dorian"
"industrial, Soprano (female), french horn, vihuela, zither, Andante 97 bpm, F Locrian"
"Orchestral, Tenor (male), Bassoon, Viola, Tuba, Piano, Timpani, Adagio 69 bpm, Eb Lydian"
"alternative rock, Baritone (male), castanets, harp, zither, Andante 96 bpm, F# Dorian"
"Romantic Orchestra, Countertenor (male), Saxophone, Double Bass, Tuba, Organ, Marimba, Larghetto 62 bpm, B Aeolian"
"Orchestral, Mezzo-Soprano (female), Oboe, Viola, Tuba, Organ, Marimba, Largo 50 bpm, Bb Locrian"
"rap rock, Contralto (female), Harmonium, bongo, french horn, Adagio 75 bpm, F Dorian"
"Classical Orchestra, Mezzo-Soprano (female), Saxophone, Double Bass, Trumpet, Harpsichord, Timpani, Prestissimo 357 bpm, E Phrygian"
"vaporwave lo-fi hip-hop, Bass (male), oboe, cowbell, beat, Largo 40 bpm, E Mixolydian"
"Baroque Ensemble, cryptic lyricism (Male), Oboe, Violin, Horn, Harpsichord, Vibraphone, Prestissimo 382 bpm, E Locrian"
"Breakcore Drum n Bass, MC (Male), violin, piano, conga, Allegro 152 bpm, A# Locrian"
"Orchestral, Bass (male), Oboe, Cello, Tuba, Harpsichord, Marimba, Moderato 113 bpm, A# Locrian"
"Futuristic Sound Design, Mezzo-Soprano (female), horn, guttural throat singing, bass guitar, Largo 40 bpm, Db Dorian"
"Baroque Orchestra, Soprano (female), Bassoon, Double Bass, Horn, Organ, Vibraphone, Moderato 108 bpm, D# Phrygian"
"binaural beats, MC (Female), kemenche, bass guitar, guttural throat singing, Andante 101 bpm, F# Phrygian"
"Orchestral, Experimental, rapid-fire vocals (Female), Clarinet, Violin, Horn, Harpsichord, Marimba, Presto 169 bpm, F# Aeolian"
"fast garage rock, Mezzo-Soprano (female), accordion, tabla, bongo, Andante 91 bpm, F Aeolian"
"Symphony, MC (Female), Flute, Oboe, Clarinet, Bassoon, Saxophone, Presto 196 bpm, Bb Locrian"
"Orchestral, Experimental, Bass (male), Bassoon, Viola, Tuba, Harpsichord, Marimba, Allegro 149 bpm, Bb Ionian"
"ranchera, Tenor (male), cowbell, castanets, Computer-based Effects, Allegro 165 bpm, D Locrian"
"Chamber Ensemble, Tenor (male), Bassoon, Viola, Tuba, Organ, Timpani, Andante 78 bpm, A# Aeolian"
"christian worship, Rapper (Male), didgeridoo, guitar, steel drum, Largo 43 bpm, Bb Ionian"
"Orchestral, Experimental, MC (Male), Bassoon, Double Bass, Tuba, Harpsichord, Timpani, Largo 46 bpm, A# Mixolydian"
"fast reggaeton, Bass (male), bassoon, trumpet, synthesizer, Largo 49 bpm, Bb Dorian"
"Orchestral, Bass (male), Bassoon, Cello, Tuba, Piano, Vibraphone, Larghetto 61 bpm, E Ionian"
"breakcore, Bass (male), cowbell, synth, cello, Allegro 167 bpm, F Locrian"
"Orchestral, Mezzo-Soprano (female), Oboe, Viola, Tuba, Harpsichord, Vibraphone, Prestissimo 360 bpm, Db Mixolydian"
"Juke/Footwork, Khoomei (male), accordion, jarana, cello, Allegro 162 bpm, F Locrian"
"Classical Orchestra, Rapper (Female), Clarinet, Double Bass, Trombone, Fortepiano, Timpani, Presto 195 bpm, Bb Mixolydian"
"Neurofunk 170-180 BPM, Ezengileer (male), cello, cello, bass guitar, Adagio 69 bpm, Ab Mixolydian"
"Classical Orchestra, Mezzo-Soprano (female), Clarinet, Violin, Trumpet, Fortepiano, Vibraphone, Adagio 66 bpm, E Mixolydian"
"Oldskool Latin Freestyle, Baritone (male), vihuela, tambourine, saxophone, Larghetto 61 bpm, D Dorian"
"Orchestral, Tenor (male), Oboe, Violin, Horn, Organ, Timpani, Moderato 116 bpm, D# Phrygian"
"Jazz Fusion, MC (Male), violin, trombone, french horn, Presto 199 bpm, D# Mixolydian"
"Classical Orchestra, Soprano (female), Saxophone, Violin, Horn, Fortepiano, Vibraphone, Adagio 66 bpm, A Mixolydian"
"Deep House, Khoomei (male), tambourine, cowbell, Sampler, Adagio 75 bpm, Ab Mixolydian"
"Symphony, Bass (male), Flute, Oboe, Clarinet, Bassoon, Saxophone, Presto 196 bpm, C Ionian"
"Jungle Drum n Bass, cryptic lyricism (Female), mongolian guitar, bagpipes, banjo, Moderato 120 bpm, A Dorian"
"Baroque Ensemble, rapid-fire vocals (Male), Oboe, Cello, Horn, Harpsichord, Vibraphone, Larghetto 60 bpm, A# Dorian"
"haunting witch house, Bass (male), vihuela, vihuela, tuba, Allegro 146 bpm, A Ionian"
"Orchestral, Khoomei (male), Clarinet, Violin, Trumpet, Organ, Vibraphone, Prestissimo 349 bpm, F Mixolydian"
"slow indie rock, cryptic lyricism (Male), xylophone, cello, fiddle, Andante 89 bpm, D# Locrian"
"Baroque Ensemble, Bass (male), Flute, Cello, Trombone, Harpsichord, Marimba, Andante 102 bpm, F# Dorian"
"Keyboard Solos, Rapper (Female), Brass, kazoo, clarinet, Largo 53 bpm, G# Dorian"
"Classical Orchestra, Tenor (male), Oboe, Double Bass, Horn, Fortepiano, Marimba, Moderato 119 bpm, A# Ionian"
"lo-fi, Mezzo-Soprano (female), acoustic guitar, guitar, vibraphone, Adagio 66 bpm, Eb Lydian"
"Baroque Ensemble, Borbangnadyr (male), Clarinet, Viola, Trumpet, Harpsichord, Marimba, Allegro 122 bpm, D# Aeolian"
"Gospel Rap, rapid-fire vocals (Female), acoustic guitar, jarana, oud, Prestissimo 349 bpm, B Mixolydian"
"Orchestral, Chylandyk (male), Oboe, Viola, Horn, Piano, Timpani, Presto 191 bpm, D Locrian"
"Techstep Drum n Bass, cryptic lyricism (Female), oboe, sub-bass, flute, Adagio 73 bpm, D Dorian"
"Orchestral, Bass (male), Bassoon, Double Bass, Horn, Piano, Marimba, Adagio 66 bpm, A# Locrian"
"progressive metal, rapid-fire vocals (Male), castanets, organ, piano, Allegro 154 bpm, D# Phrygian"
"Orchestral, MC (Male), Saxophone, Viola, Trombone, Organ, Vibraphone, Allegro 131 bpm, A Phrygian"
"Soulful Motown, Emcee (Female), vihuela, bass guitar, cello, Prestissimo 210 bpm, D# Lydian"
"Orchestral, Experimental, Rapper (Female), Clarinet, Double Bass, Horn, Piano, Timpani, Andante 102 bpm, C# Dorian"
"Britpop, Bass (male), Sampler, flute, horn, Larghetto 63 bpm, Bb Mixolydian"
"Concertante Works, Bass (male), Clarinet, Cello, Tuba, Piano, Timpani, Andante 94 bpm, D Phrygian"
"fast thrash metal, Mezzo-Soprano (female), Computer-based Effects, harp, harp, Andante 82 bpm, Eb Ionian"
"Orchestral, Tenor (male), Oboe, Viola, Trombone, Harpsichord, Marimba, Andante 91 bpm, A Ionian"
"Math Prog Rock, Countertenor (male), horsehead fiddle, Ondes Martenot, mongolian guitar, Allegro 137 bpm, Eb Aeolian"
"Orchestral, Bass (male), Saxophone, Violin, Trombone, Organ, Marimba, Presto 172 bpm, Bb Lydian"
"fast techno, Contralto (female), Harmonium, vibraphone, accordion, Andante 81 bpm, Gb Dorian"
"Concertante Works, Emcee (Female), Flute, Viola, Trumpet, Harpsichord, Marimba, Presto 178 bpm, F Phrygian"
"binaural beats, Khoomei (male), Harmonium, tuba, cello, Prestissimo 354 bpm, C# Lydian"
"Orchestral, Tenor (male), Clarinet, Cello, Trombone, Piano, Vibraphone, Allegro 128 bpm, D Locrian"
"Modernism, dissonant, abstract., Kargyraa (male), banjo, bajo sexto, mongolian guitar, Largo 44 bpm, Db Phrygian"
"Baroque Ensemble, Rapper (Male), Oboe, Cello, Tuba, Harpsichord, Vibraphone, Allegro 139 bpm, Db Phrygian"
"Corporate Instrumental, Soprano (female), saxophone, cello, tabla, Prestissimo 378 bpm, Ab Lydian"
"Classical Orchestra, Soprano (female), Clarinet, Violin, Tuba, Fortepiano, Vibraphone, Largo 53 bpm, F# Lydian"
"Burning Jazz, Borbangnadyr (male), castanets, Sampler, fiddle, Allegro 151 bpm, A# Aeolian"
"Orchestral, Tenor (male), Bassoon, Cello, Trombone, Piano, Marimba, Larghetto 62 bpm, G Mixolydian"
"Baroque, Complex polyphony, ornate melodies, Rapper (Female), oud, Computer-based Effects, oboe, Presto 172 bpm, Gb Aeolian"
"Chamber Ensemble, Tenor (male), Saxophone, Cello, Trombone, Organ, Timpani, Larghetto 61 bpm, E Dorian"
"experimental rock, Bass (male), beat, marimba, sub-bass, Presto 184 bpm, B Phrygian"
"Orchestral, rapid-fire vocals (Female), Oboe, Double Bass, Tuba, Organ, Timpani, Larghetto 61 bpm, Bb Phrygian"
"norteño, Emcee (Male), jarana, triangle, kazoo, Moderato 109 bpm, B Locrian"
"Orchestral, Soprano (female), Clarinet, Viola, Tuba, Piano, Vibraphone, Andante 84 bpm, D# Ionian"
"fast jazz fusion, Soprano (female), oud, guttural throat singing, flute, Prestissimo 214 bpm, Db Locrian"
"Symphony, Baritone (male), Flute, Oboe, Clarinet, Bassoon, Saxophone, Allegro 138 bpm, D# Mixolydian"
"Post-Rock, Khoomei (male), mandolin, trombone, guitar, Prestissimo 307 bpm, D Aeolian"
"Concertante Works, MC (Female), Clarinet, Violin, Tuba, Harpsichord, Vibraphone, Largo 45 bpm, Ab Lydian"
"Avant-Garde, Emcee (Male), piano, steel drum, organ, Moderato 111 bpm, D Lydian"
"Orchestral, Rapper (Female), Oboe, Viola, Tuba, Piano, Vibraphone, Largo 47 bpm, D# Locrian"
"warm, Bass (male), french horn, trumpet, bass guitar, Allegro 125 bpm, C Locrian"
"Chamber Ensemble, rapid-fire vocals (Female), Clarinet, Violin, Horn, Organ, Timpani, Largo 48 bpm, B Locrian"
"witch house, Rapper (Male), bongo, vihuela, castanets, Presto 184 bpm, C Phrygian"
"Chamber Ensemble, Tenor (male), Bassoon, Cello, Tuba, Harpsichord, Marimba, Prestissimo 318 bpm, Bb Aeolian"
"Corporate or Upbeat Instrumental, MC (Male), harp, trumpet, flute, Adagio 70 bpm, A# Dorian"
"Baroque Ensemble, Kargyraa (male), Bassoon, Viola, Tuba, Harpsichord, Vibraphone, Prestissimo 296 bpm, Db Lydian"
"fast thrash metal, Rapper (Female), clarinet, triangle, accordion, Prestissimo 265 bpm, Gb Phrygian"
"Romantic Orchestra, rapid-fire vocals (Male), Flute, Double Bass, Trombone, Organ, Vibraphone, Moderato 114 bpm, C# Mixolydian"
"electropunk, Tenor (male), vibraphone, harmonica, harmonica, Adagio 73 bpm, D Aeolian"
"Baroque Orchestra, Kargyraa (male), Flute, Viola, Horn, Harpsichord, Marimba, Adagio 67 bpm, Eb Dorian"
"Minimalist Soundscapes, Sygyt (male), horsehead fiddle, guttural throat singing, marimba, Presto 195 bpm, D Aeolian"
"Orchestral, Experimental, Rapper (Male), Oboe, Cello, Tuba, Harpsichord, Timpani, Allegro 143 bpm, A# Locrian"
"Minimalism, rapid-fire vocals (Female), Brass, horsehead fiddle, clarinet, Adagio 73 bpm, E Locrian"
"Baroque Ensemble, Tenor (male), Oboe, Cello, Trumpet, Harpsichord, Marimba, Allegro 151 bpm, D Phrygian"
"smooth, Chylandyk (male), trombone, tabla, mandolin, Moderato 110 bpm, D# Ionian"
"Baroque Ensemble, Tenor (male), Flute, Violin, Trombone, Harpsichord, Timpani, Presto 183 bpm, Ab Mixolydian"
"glitch, Mezzo-Soprano (female), flute, xylophone, oboe, Largo 49 bpm, Gb Ionian"
"Orchestral, Tenor (male), Flute, Violin, Trumpet, Organ, Vibraphone, Andante 80 bpm, Db Dorian"
"Orchestral, Tenor (male), Bassoon, Cello, Trombone, Piano, Timpani, Moderato 110 bpm, G# Mixolydian"
"Liquid Drum n Bass, Rapper (Female), sub-bass, oboe, horn, Adagio 66 bpm, D Locrian"
"Orchestral, Kargyraa (male), Flute, Viola, Trombone, Organ, Vibraphone, Larghetto 65 bpm, B Locrian"
"heavy ambient drone, Bass (male), acoustic guitar, oud, Harmonium, Prestissimo 416 bpm, F# Phrygian"
"Orchestral, Contralto (female), Flute, Cello, Trombone, Organ, Vibraphone, Andante 96 bpm, F Mixolydian"
"Minimalism, simple motifs, meditative quality, cryptic lyricism (Female), drums, mongolian guitar, tuba, Presto 193 bpm, G Phrygian"
"Orchestral, Mezzo-Soprano (female), Flute, Viola, Trombone, Organ, Timpani, Larghetto 64 bpm, G Aeolian"
"Pop Drum Loop, rapid-fire vocals (Female), ukulele, bagpipes, plucked bass, Larghetto 60 bpm, Eb Lydian"
